element,sp_num,obs_wl_air(A),unc_obs_wl,Grade,blank,intensity,intensity flags,Use
Xe,2,2597.01,0.1,,,4.0,,N
Xe,2,2598.42,0.1,,,2.0,,N
Xe,3,2600.12,0.05,,,15.0,a,N
Xe,2,2605.54,0.1,,,50.0,,N
Xe,2,2606.93,0.1,,,5.0,,N
Xe,3,2607.5,0.05,,,7.0,bl,N
Xe,2,2607.52,0.1,,,1.0,,N
Xe,3,2608.33,0.01,,,0.0,,N
Xe,4,2608.33,0.01,,,2.0,,N
Xe,3,2608.9,0.05,,,6.0,,N
Xe,3,2610.57,0.05,,,5.0,,N
Xe,3,2611.03,0.05,,,1.0,,N
Xe,3,2613.99,0.05,,,1.0,,N
Xe,3,2615.4,0.01,,,1.0,,N
Xe,6,2616.2,0.8,,,-99.0,--,N
Xe,3,2616.63,0.05,,,1.0,,N
Xe,3,2616.9,0.05,,,0.0,,N
Xe,2,2617.14,0.1,,,0.0,,N
Xe,4,2619.7,0.01,,,11.0,,N
Xe,3,2619.85,0.05,,,8.0,w,N
Xe,2,2621.39,0.1,,,2.0,h,N
Xe,4,2621.78,0.01,,,11.0,,N
Xe,2,2623.17,0.1,,,2.0,,N
Xe,3,2624.52,0.05,,,4.0,,N
Xe,4,2626.98,0.01,,,9.0,,N
Xe,3,2626.98,0.05,,,7.0,,N
Xe,2,2629.54,0.1,,,5.0,h,N
Xe,2,2630.4,0.1,,,6.0,h,N
Xe,4,2633.39,0.01,,,5.0,,N
Xe,2,2633.88,0.1,,,2.0,,N
Xe,3,2634.21,0.05,,,13.0,,N
Xe,3,2637.54,0.05,,,3.0,,N
Xe,3,2639.15,0.05,,,9.0,,N
Xe,2,2640.54,0.1,,,1.0,,N
Xe,3,2641.13,0.05,,,2.0,,N
Xe,2,2648.83,0.1,,,1.0,,N
Xe,4,2650.91,0.01,,,3.0,,N
Xe,4,2651.58,0.01,,,13.0,,N
Xe,4,2652.17,0.01,,,10.0,,N
Xe,2,2655.39,0.1,,,2.0,h,N
Xe,2,2657.0,0.1,,,5.0,h,N
Xe,3,2658.27,0.05,,,9.0,,N
Xe,2,2659.28,0.1,,,1.0,h,N
Xe,3,2659.36,0.05,,,5.0,,N
Xe,3,2661.0,0.05,,,7.0,,N
Xe,2,2663.29,0.1,,,3.0,,N
Xe,5,2664.68,0.01,,,6.0,,N
Xe,4,2665.13,0.01,,,10.0,,N
Xe,3,2667.94,0.05,,,10.0,a,N
Xe,2,2668.02,0.1,,,5.0,,N
Xe,3,2669.01,0.05,,,20.0,*,N
Xe,3,2669.01,0.05,,,20.0,*,N
Xe,3,2670.25,0.05,,,6.0,,N
Xe,2,2670.68,0.1,,,1.0,,N
Xe,4,2670.79,0.01,,,5.0,,N
Xe,2,2672.22,0.1,,,4.0,,N
Xe,3,2678.55,0.05,,,6.0,*,N
Xe,3,2678.55,0.05,,,6.0,*,N
Xe,4,2679.99,0.01,,,11.0,,N
Xe,2,2683.72,0.1,,,0.0,,N
Xe,3,2685.51,0.05,,,5.0,,N
Xe,2,2686.14,0.1,,,3.0,h,N
Xe,3,2687.03,0.05,,,5.0,,N
Xe,3,2691.22,0.05,,,4.0,,N
Xe,3,2691.44,0.05,,,12.0,a,N
Xe,2,2691.53,0.1,,,1.0,,N
Xe,4,2691.74,0.01,,,4.0,,N
Xe,5,2691.74,0.01,,,15.0,w,N
Xe,3,2694.12,0.05,,,5.0,,N
Xe,3,2695.65,0.05,,,3.0,*,N
Xe,3,2695.65,0.05,,,3.0,*,N
Xe,4,2695.87,0.01,,,9.0,,N
Xe,3,2696.51,0.05,,,15.0,bl*,N
Xe,3,2696.51,0.05,,,15.0,bl*,N
Xe,4,2697.51,0.01,,,13.0,,N
Xe,2,2698.39,0.1,,,0.0,,N
Xe,3,2701.5,0.05,,,5.0,,N
Xe,3,2701.71,0.05,,,0.0,,N
Xe,2,2702.22,0.1,,,2.0,,N
Xe,3,2702.31,0.05,,,2.0,,N
Xe,2,2703.44,0.1,,,10.0,,N
Xe,3,2704.41,0.05,,,3.0,,N
Xe,2,2705.38,0.1,,,0.0,,N
Xe,4,2706.73,0.01,,,10.0,,N
Xe,3,2708.45,0.05,,,12.0,,N
Xe,4,2709.97,0.01,,,1.0,,N
Xe,8,2710.6,0.8,,,-99.0,--,N
Xe,3,2710.94,0.05,,,6.0,,N
Xe,2,2711.02,0.1,,,1.0,h,N
Xe,3,2711.34,0.05,,,0.0,,N
Xe,4,2711.9,0.01,,,1.0,,N
Xe,2,2712.17,0.1,,,1.0,,N
Xe,3,2713.39,0.05,,,10.0,a,N
Xe,3,2714.05,0.05,,,2.0,,N
Xe,2,2715.76,0.1,,,3.0,,N
Xe,3,2717.35,0.01,,,30.0,,N
Xe,3,2718.1,0.05,,,2.0,,N
Xe,2,2718.79,0.1,,,1.0,-,N
Xe,2,2721.28,0.1,,,1.0,-^,N
Xe,2,2723.4,0.1,,,1.0,^,N
Xe,4,2725.27,0.01,,,13.0,,N
Xe,2,2725.66,0.1,,,1.0,-,N
Xe,3,2725.69,0.05,,,1.0,wbl,N
Xe,3,2727.2,0.05,,,11.0,a,N
Xe,3,2728.2,0.05,,,9.0,,N
Xe,2,2731.46,0.1,,,1.0,-,N
Xe,2,2733.15,0.1,,,25.0,hs,N
Xe,4,2733.92,0.01,,,2.0,,N
Xe,2,2734.14,0.1,,,50.0,,N
Xe,3,2736.99,0.05,,,14.0,,N
Xe,8,2737.9,0.8,,,-99.0,--,N
Xe,3,2739.19,0.05,,,4.0,,N
Xe,2,2739.77,0.1,,,1.0,-,N
Xe,3,2740.78,0.05,,,16.0,,N
Xe,4,2744.08,0.01,,,10.0,,N
Xe,2,2746.77,0.1,,,1.0,-,N
Xe,2,2747.68,0.1,,,1.0,^,N
Xe,3,2747.86,0.05,,,14.0,,N
Xe,2,2748.79,0.1,,,1.0,h,N
Xe,2,2751.76,0.1,,,0.0,,N
Xe,3,2754.88,0.05,,,13.0,,N
Xe,2,2756.48,0.1,,,1.0,-,N
Xe,3,2757.56,0.05,,,3.0,,N
Xe,2,2757.86,0.1,,,40.0,h*,N
Xe,2,2757.86,0.1,,,40.0,h*,N
Xe,3,2759.19,0.05,,,11.0,,N
Xe,4,2759.66,0.01,,,6.0,,N
Xe,4,2759.86,0.01,,,0.0,,N
Xe,3,2760.72,0.05,,,13.0,,N
Xe,4,2761.35,0.01,,,1.0,,N
Xe,3,2761.58,0.05,,,15.0,,N
Xe,2,2762.25,0.1,,,0.0,,N
Xe,3,2762.73,0.05,,,9.0,bl,N
Xe,2,2762.77,0.1,,,2.0,,N
Xe,3,2763.01,0.05,,,6.0,*,N
Xe,3,2763.01,0.05,,,6.0,*,N
Xe,2,2763.56,0.1,,,1.0,,N
Xe,3,2765.95,0.05,,,5.0,,N
Xe,3,2766.18,0.05,,,15.0,,N
Xe,2,2767.0,0.1,,,1.0,,N
Xe,4,2767.58,0.01,,,15.0,,N
Xe,3,2769.17,0.05,,,10.0,,N
Xe,2,2770.41,0.1,,,2.0,h,N
Xe,3,2772.4,0.05,,,16.0,,N
Xe,3,2774.44,0.05,,,0.0,,N
Xe,3,2774.79,0.05,,,6.0,a,N
Xe,2,2774.86,0.1,,,15.0,h,N
Xe,3,2776.96,0.05,,,16.0,,N
Xe,3,2777.94,0.05,,,13.0,,N
Xe,3,2779.64,0.05,,,11.0,,N
Xe,5,2780.1,0.01,,,3.0,,N
Xe,2,2781.92,0.1,,,0.0,,N
Xe,3,2782.3,0.05,,,4.0,,N
Xe,3,2782.69,0.05,,,10.0,,N
Xe,3,2783.33,0.05,,,17.0,,N
Xe,2,2783.8,0.1,,,1.0,h^,N
Xe,3,2784.93,0.05,,,7.0,,N
Xe,3,2785.33,0.05,,,6.0,,N
Xe,2,2785.42,0.1,,,3.0,,N
Xe,3,2785.8,0.05,,,7.0,,N
Xe,4,2792.47,0.01,,,3.0,,N
Xe,3,2792.47,0.05,,,3.0,,N
Xe,2,2792.52,0.1,,,1.0,-,N
Xe,2,2794.68,0.1,,,1.0,^,N
Xe,3,2794.84,0.05,,,14.0,,N
Xe,5,2796.17,0.01,,,6.0,,N
Xe,4,2796.58,0.01,,,10.0,,N
Xe,3,2797.12,0.05,,,12.0,*,N
Xe,3,2797.12,0.05,,,12.0,*,N
Xe,3,2797.87,0.05,,,9.0,,N
Xe,6,2798.1,0.8,,,-99.0,*,N
Xe,6,2798.1,0.8,,,-99.0,*,N
Xe,3,2800.2,0.05,,,17.0,,N
Xe,3,2802.19,0.05,,,3.0,,N
Xe,2,2802.5,0.1,,,1.0,h,N
Xe,4,2803.46,0.01,,,2.0,,N
Xe,3,2805.09,0.05,,,4.0,,N
Xe,3,2805.61,0.01,,,1.0,,N
Xe,3,2806.4,0.05,,,6.0,,N
Xe,4,2806.65,0.01,,,11.0,,N
Xe,3,2807.22,0.05,,,12.0,,N
Xe,3,2808.46,0.05,,,7.0,,N
Xe,3,2808.57,0.05,,,7.0,,N
Xe,3,2809.06,0.05,,,10.0,a*,N
Xe,3,2809.06,0.05,,,10.0,a*,N
Xe,3,2809.06,0.05,,,10.0,a*,N
Xe,3,2809.53,0.05,,,3.0,,N
Xe,3,2810.46,0.05,,,7.0,bl,N
Xe,4,2810.46,0.01,,,10.0,,N
Xe,3,2811.61,0.05,,,8.0,,N
Xe,3,2814.46,0.05,,,13.0,a,N
Xe,3,2815.27,0.05,,,1.0,,N
Xe,3,2815.92,0.05,,,16.0,,N
Xe,3,2817.36,0.05,,,8.0,bl,N
Xe,2,2819.02,0.1,,,1.0,H,N
Xe,2,2820.06,0.1,,,4.0,h,N
Xe,8,2821.0,0.8,,,-99.0,*,N
Xe,8,2821.0,0.8,,,-99.0,*,N
Xe,4,2824.1,0.01,,,11.0,,N
Xe,2,2825.34,0.1,,,1.0,h,N
Xe,3,2825.99,0.05,,,14.0,,N
Xe,3,2827.46,0.05,,,17.0,,N
Xe,2,2827.9,0.1,,,2.0,h,N
Xe,4,2828.31,0.01,,,1.0,,N
Xe,8,2829.0,0.8,,,-99.0,--,N
Xe,2,2832.0,0.1,,,2.0,h,N
Xe,3,2832.83,0.05,,,2.0,,N
Xe,3,2832.97,0.05,,,6.0,,N
Xe,3,2833.12,0.05,,,8.0,,N
Xe,2,2836.16,0.1,,,1.0,h,N
Xe,4,2838.47,0.01,,,11.0,,N
Xe,3,2838.81,0.05,,,5.0,,N
Xe,2,2840.64,0.1,,,0.0,,N
Xe,3,2844.12,0.05,,,4.0,,N
Xe,3,2845.06,0.05,,,7.0,,N
Xe,4,2845.06,0.01,,,10.0,,N
Xe,3,2847.67,0.05,,,14.0,,N
Xe,3,2847.92,0.05,,,10.0,,N
Xe,5,2848.43,0.01,,,9.0,,N
Xe,3,2850.27,0.05,,,4.0,,N
Xe,4,2850.5,0.01,,,10.0,,N
Xe,2,2850.95,0.1,,,3.0,,N
Xe,2,2852.39,0.1,,,3.0,h,N
Xe,2,2853.11,0.1,,,1.0,,N
Xe,2,2854.53,0.1,,,60.0,,N
Xe,3,2856.67,0.05,,,3.0,,N
Xe,2,2857.32,0.1,,,1.0,h,N
Xe,3,2857.81,0.05,,,1.0,,N
Xe,2,2861.9,0.1,,,20.0,h,N
Xe,3,2862.42,0.05,,,25.0,,N
Xe,3,2863.86,0.05,,,2.0,,N
Xe,4,2864.15,0.01,,,10.0,,N
Xe,3,2864.62,0.05,,,8.0,,N
Xe,2,2864.73,0.1,,,150.0,,N
Xe,2,2866.76,0.1,,,5.0,h,N
Xe,2,2867.36,0.1,,,2.0,h,N
Xe,3,2868.45,0.05,,,3.0,,N
Xe,3,2869.52,0.05,,,3.0,,N
Xe,3,2871.1,0.05,,,17.0,,N
Xe,3,2871.27,0.05,,,17.0,,N
Xe,3,2871.69,0.05,,,25.0,*,N
Xe,3,2871.69,0.05,,,25.0,*,N
Xe,3,2872.75,0.05,,,4.0,,N
Xe,3,2873.29,0.05,,,4.0,,N
Xe,5,2875.15,0.01,,,11.0,*,N
Xe,5,2875.15,0.01,,,11.0,*,N
Xe,3,2879.36,0.05,,,5.0,,N
Xe,4,2879.79,0.01,,,12.0,,N
Xe,2,2881.14,0.1,,,1.0,-^,N
Xe,2,2883.71,0.1,,,12.0,,N
Xe,3,2886.68,0.05,,,12.0,,N
Xe,3,2886.93,0.05,,,2.0,,N
Xe,2,2887.12,0.1,,,10.0,,N
Xe,2,2889.07,0.1,,,10.0,,N
Xe,3,2889.97,0.05,,,8.0,,N
Xe,3,2891.72,0.05,,,18.0,,N
Xe,3,2895.04,0.05,,,6.0,,N
Xe,2,2895.22,0.1,,,150.0,h,N
Xe,3,2896.07,0.05,,,2.0,,N
Xe,3,2896.65,0.05,,,14.0,,N
Xe,3,2897.7,0.05,,,4.0,,N
Xe,4,2898.48,0.01,,,10.0,,N
Xe,4,2900.44,0.01,,,13.0,,N
Xe,3,2902.29,0.05,,,5.0,,N
Xe,2,2902.68,0.1,,,3.0,,N
Xe,3,2904.17,0.05,,,7.0,,N
Xe,2,2905.1,0.1,,,2.0,h,N
Xe,3,2906.56,0.05,,,15.0,,N
Xe,2,2907.18,0.1,,,80.0,h,N
Xe,3,2910.09,0.05,,,3.0,,N
Xe,4,2910.37,0.01,,,13.0,,N
Xe,3,2910.37,0.05,,,12.0,,N
Xe,2,2910.64,0.1,,,1.0,h,N
Xe,3,2911.48,0.05,,,6.0,,N
Xe,3,2911.91,0.05,,,19.0,,N
Xe,3,2912.38,0.05,,,20.0,,N
Xe,3,2914.14,0.05,,,18.0,,N
Xe,3,2915.04,0.05,,,7.0,,N
Xe,3,2916.63,0.05,,,8.0,,N
Xe,2,2917.01,0.1,,,1.0,-,N
Xe,3,2917.6,0.05,,,15.0,,N
Xe,2,2919.87,0.1,,,40.0,,N
Xe,2,2923.03,0.1,,,1.0,-^,N
Xe,3,2923.53,0.05,,,16.0,,N
Xe,3,2923.96,0.05,,,11.0,,N
Xe,2,2924.38,0.1,,,2.0,,N
Xe,3,2926.07,0.05,,,11.0,,N
Xe,3,2927.13,0.05,,,4.0,,N
Xe,2,2927.58,0.1,,,2.0,,N
Xe,5,2927.64,0.01,,,10.0,,N
Xe,4,2929.25,0.01,,,9.0,,N
Xe,3,2930.27,0.05,,,18.0,,N
Xe,3,2932.09,0.05,,,10.0,bl,N
Xe,3,2932.76,0.05,,,18.0,,N
Xe,2,2933.34,0.1,,,1.0,h,N
Xe,2,2934.8,0.1,,,2.0,h,N
Xe,3,2935.72,0.05,,,10.0,,N
Xe,2,2935.86,0.1,,,60.0,h,N
Xe,3,2935.86,0.05,,,15.0,bl,N
Xe,5,2936.86,0.01,,,3.0,,N
Xe,5,2937.57,0.01,,,12.0,,N
Xe,3,2939.11,0.05,,,12.0,,N
Xe,3,2939.73,0.05,,,10.0,,N
Xe,3,2940.21,0.05,,,17.0,,N
Xe,3,2941.39,0.05,,,12.0,,N
Xe,3,2942.06,0.05,,,11.0,bl,N
Xe,2,2942.1,0.1,,,20.0,h,N
Xe,3,2943.43,0.05,,,7.0,,N
Xe,3,2944.56,0.05,,,7.0,,N
Xe,3,2944.68,0.05,,,10.0,,N
Xe,3,2945.23,0.05,,,18.0,,N
Xe,3,2945.48,0.01,,,1.0,,N
Xe,3,2947.51,0.05,,,17.0,,N
Xe,3,2948.07,0.05,,,19.0,,N
Xe,2,2949.77,0.1,,,4.0,h,N
Xe,2,2950.69,0.1,,,1.0,h,N
Xe,3,2950.76,0.01,,,1.0,,N
Xe,3,2951.53,0.05,,,3.0,,N
Xe,2,2951.58,0.1,,,2.0,,N
Xe,2,2952.48,0.1,,,2.0,,N
Xe,4,2952.61,0.01,,,3.0,,N
Xe,8,2953.2,0.5,,,-99.0,--,N
Xe,8,2953.2,0.5,,,-99.0,--,N
Xe,3,2953.86,0.05,,,6.0,,N
Xe,3,2953.94,0.05,,,7.0,,N
Xe,3,2954.1,0.05,,,10.0,a,N
Xe,3,2954.17,0.05,,,10.0,a,N
Xe,2,2954.41,0.1,,,1.0,,N
Xe,4,2954.69,0.01,,,15.0,,N
Xe,3,2954.93,0.05,,,17.0,,N
Xe,5,2954.93,0.01,,,10.0,,N
Xe,4,2955.89,0.01,,,12.0,,N
Xe,2,2958.5,0.1,,,0.0,*,N
Xe,2,2958.5,0.1,,,0.0,*,N
Xe,4,2958.72,0.01,,,9.0,,N
Xe,3,2959.28,0.05,,,9.0,a,N
Xe,3,2959.36,0.05,,,15.0,a,N
Xe,3,2960.07,0.05,,,6.0,,N
Xe,3,2960.34,0.05,,,13.0,,N
Xe,3,2960.87,0.05,,,4.0,,N
Xe,2,2963.41,0.1,,,50.0,,N
Xe,3,2964.17,0.05,,,13.0,,N
Xe,3,2964.93,0.05,,,11.0,,N
Xe,2,2966.74,0.1,,,2.0,^,N
Xe,3,2966.92,0.05,,,10.0,a,N
Xe,4,2967.12,0.01,,,2.0,,N
Xe,3,2968.43,0.05,,,10.0,,N
Xe,3,2968.57,0.05,,,12.0,,N
Xe,2,2968.95,0.1,,,1.0,^,N
Xe,3,2969.43,0.05,,,9.0,,N
Xe,3,2969.77,0.05,,,23.0,,N
Xe,3,2970.08,0.05,,,10.0,,N
Xe,3,2970.49,0.05,,,19.0,,N
Xe,8,2970.7,0.5,,,-99.0,*,N
Xe,8,2970.7,0.5,,,-99.0,*,N
Xe,4,2970.94,0.01,,,1.0,,N
Xe,3,2971.17,0.05,,,11.0,,N
Xe,3,2971.26,0.05,,,9.0,,N
Xe,2,2972.31,0.1,,,8.0,,N
Xe,2,2972.78,0.1,,,1.0,,N
Xe,2,2973.21,0.1,,,0.0,,N
Xe,2,2974.86,0.1,,,20.0,Hl,N
Xe,3,2974.9,0.05,,,6.0,bl,N
Xe,4,2976.44,0.01,,,14.0,,N
Xe,3,2976.75,0.05,,,10.0,,N
Xe,4,2977.99,0.01,,,6.0,,N
Xe,2,2979.32,0.1,,,300.0,,N
Xe,3,2980.09,0.05,,,3.0,,N
Xe,3,2981.32,0.05,,,8.0,,N
Xe,3,2984.58,0.05,,,16.0,,N
Xe,3,2985.53,0.05,,,14.0,,N
Xe,3,2986.11,0.05,,,11.0,,N
Xe,2,2986.82,0.1,,,8.0,,N
Xe,3,2990.33,0.05,,,7.0,,N
Xe,2,2990.54,0.1,,,12.0,*,N
Xe,2,2990.54,0.1,,,12.0,*,N
Xe,3,2990.82,0.05,,,3.0,,N
Xe,3,2991.25,0.05,,,14.0,,N
Xe,3,2991.49,0.05,,,11.0,,N
Xe,2,2991.73,0.1,,,3.0,*,N
Xe,2,2991.73,0.1,,,3.0,*,N
Xe,3,2992.89,0.05,,,15.0,,N
Xe,3,2994.37,0.05,,,4.0,,N
Xe,3,2994.67,0.05,,,14.0,,N
Xe,3,2994.95,0.05,,,8.0,,N
Xe,3,2997.5,0.05,,,9.0,,N
Xe,3,2999.03,0.05,,,11.0,a,N
Xe,3,2999.29,0.05,,,9.0,,N
Xe,3,3001.52,0.05,,,11.0,,N
Xe,2,3003.98,0.1,,,40.0,,N
Xe,3,3004.26,0.05,,,18.0,a,N
Xe,3,3004.65,0.05,,,5.0,,N
Xe,2,3005.97,0.1,,,1.0,-,N
Xe,2,3006.97,0.1,,,2.0,,N
Xe,2,3009.03,0.1,,,0.0,bl,N
Xe,3,3009.03,0.05,,,1.0,bl,N
Xe,2,3013.82,0.1,,,2.0,h^,N
Xe,4,3014.02,0.01,,,1.0,,N
Xe,3,3014.13,0.05,,,15.0,a,N
Xe,3,3014.59,0.05,,,11.0,,N
Xe,5,3015.09,0.01,,,13.0,,N
Xe,3,3015.41,0.05,,,11.0,,N
Xe,2,3015.52,0.1,,,20.0,h,N
Xe,3,3015.77,0.05,,,2.0,,N
Xe,2,3017.43,0.1,,,100.0,h,N
Xe,4,3017.72,0.01,,,6.0,,N
Xe,2,3019.78,0.1,,,2.0,h,N
Xe,3,3020.33,0.05,,,6.0,,N
Xe,2,3022.1,0.1,,,2.0,H,N
Xe,3,3023.65,0.05,,,18.0,,N
Xe,3,3023.83,0.05,,,25.0,,N
Xe,4,3024.43,0.01,,,6.0,,N
Xe,3,3026.52,0.05,,,12.0,,N
Xe,2,3027.27,0.1,,,3.0,,N
Xe,2,3027.63,0.1,,,2.0,h,N
Xe,2,3033.71,0.1,,,10.0,,N
Xe,4,3034.22,0.01,,,15.0,,N
Xe,2,3036.8,0.1,,,30.0,h,N
Xe,4,3036.97,0.01,,,12.0,,N
Xe,2,3037.35,0.1,,,-99.0,--,N
Xe,3,3042.04,0.05,,,12.0,,N
Xe,4,3042.67,0.01,,,1.0,,N
Xe,4,3044.26,0.01,,,16.0,,N
Xe,2,3044.75,0.1,,,10.0,,N
Xe,2,3045.25,0.1,,,30.0,,N
Xe,2,3046.27,0.1,,,25.0,,N
Xe,2,3047.56,0.1,,,0.0,,N
Xe,2,3047.76,0.1,,,8.0,H,N
Xe,2,3047.83,0.1,,,0.0,,N
Xe,2,3048.17,0.1,,,5.0,,N
Xe,2,3048.5,0.1,,,3.0,h^,N
Xe,3,3048.86,0.05,,,7.0,,N
Xe,2,3050.98,0.1,,,3.0,,N
Xe,3,3051.21,0.05,,,6.0,,N
Xe,3,3054.48,0.05,,,14.0,,N
Xe,3,3055.26,0.05,,,1.0,,N
Xe,2,3055.5,0.1,,,1.0,,N
Xe,2,3056.49,0.1,,,20.0,,N
Xe,2,3061.54,0.1,,,12.0,,N
Xe,2,3063.72,0.1,,,0.0,,N
Xe,3,3065.19,0.05,,,18.0,,N
Xe,2,3066.6,0.1,,,1.0,h,N
Xe,2,3067.3,0.1,,,30.0,*,N
Xe,2,3067.3,0.1,,,30.0,*,N
Xe,4,3068.57,0.01,,,9.0,,N
Xe,3,3068.57,0.05,,,2.0,,N
Xe,2,3073.17,0.1,,,2.0,h,N
Xe,3,3073.51,0.05,,,6.0,,N
Xe,4,3074.48,0.01,,,2.0,,N
Xe,4,3076.16,0.01,,,1.0,,N
Xe,5,3077.71,0.01,,,16.0,,N
Xe,4,3079.72,0.01,,,14.0,,N
Xe,3,3080.42,0.05,,,11.0,,N
Xe,2,3082.62,0.1,,,20.0,,N
Xe,2,3082.87,0.1,,,2.0,,N
Xe,3,3082.89,0.05,,,4.0,bl,N
Xe,4,3083.05,0.01,,,6.0,,N
Xe,3,3083.53,0.05,,,18.0,,N
Xe,2,3085.12,0.1,,,1.0,-*,N
Xe,2,3085.12,0.1,,,1.0,-*,N
Xe,4,3086.7,0.01,,,3.0,,N
Xe,2,3087.34,0.1,,,1.0,-,N
Xe,3,3088.87,0.05,,,3.0,,N
Xe,3,3090.0,0.05,,,11.0,,N
Xe,2,3090.47,0.1,,,1.0,,N
Xe,3,3091.05,0.05,,,18.0,,N
Xe,2,3092.41,0.1,,,15.0,,N
Xe,2,3094.53,0.1,,,30.0,h,N
Xe,2,3096.9,0.1,,,8.0,,N
Xe,2,3098.21,0.1,,,2.0,,N
Xe,2,3098.5,0.1,,,1.0,,N
Xe,3,3099.87,0.05,,,11.0,,N
Xe,2,3101.51,0.1,,,50.0,h,N
Xe,3,3102.36,0.05,,,9.0,,N
Xe,3,3102.69,0.05,,,10.0,,N
Xe,4,3103.23,0.01,,,10.0,,N
Xe,3,3103.47,0.05,,,13.0,,N
Xe,2,3104.4,0.1,,,70.0,h,N
Xe,4,3105.62,0.01,,,11.0,,N
Xe,3,3106.34,0.05,,,13.0,,N
Xe,3,3106.47,0.05,,,9.0,,N
Xe,2,3106.54,0.1,,,0.0,bl,N
Xe,3,3107.56,0.05,,,6.0,,N
Xe,2,3107.82,0.1,,,20.0,Hl,N
Xe,5,3109.49,0.01,,,9.0,,N
Xe,2,3112.74,0.1,,,20.0,,N
Xe,3,3114.41,0.05,,,12.0,,N
Xe,2,3116.78,0.1,,,2.0,h,N
Xe,3,3120.52,0.05,,,10.0,*,N
Xe,3,3120.52,0.05,,,10.0,*,N
Xe,3,3121.01,0.05,,,5.0,,N
Xe,4,3121.57,0.01,,,3.0,,N
Xe,2,3121.87,0.1,,,250.0,,N
Xe,3,3122.15,0.05,,,9.0,,N
Xe,2,3124.02,0.1,,,12.0,h,N
Xe,3,3124.6,0.05,,,3.0,,N
Xe,3,3124.95,0.05,,,9.0,,N
Xe,4,3125.76,0.01,,,13.0,,N
Xe,3,3126.77,0.05,,,3.0,,N
Xe,2,3128.4,0.1,,,1.0,H*,N
Xe,2,3128.4,0.1,,,1.0,H*,N
Xe,2,3130.4,0.1,,,3.0,H,N
Xe,3,3138.28,0.05,,,20.0,,N
Xe,3,3141.63,0.05,,,11.0,*,N
Xe,3,3141.63,0.05,,,11.0,*,N
Xe,2,3142.54,0.1,,,0.0,,N
Xe,4,3142.87,0.01,,,1.0,,N
Xe,2,3143.62,0.1,,,6.0,,N
Xe,2,3145.02,0.1,,,4.0,h,N
Xe,5,3145.57,0.01,,,10.0,,N
Xe,2,3148.99,0.1,,,5.0,,N
Xe,5,3149.11,0.01,,,13.0,,N
Xe,3,3150.69,0.05,,,15.0,,N
Xe,3,3150.83,0.05,,,14.0,,N
Xe,3,3150.97,0.05,,,18.0,,N
Xe,2,3150.97,0.1,,,3.0,,N
Xe,3,3151.83,0.05,,,15.0,,N
Xe,3,3153.0,0.05,,,13.0,,N
Xe,3,3153.44,0.05,,,11.0,,N
Xe,3,3155.51,0.05,,,10.0,,N
Xe,3,3156.67,0.05,,,7.0,,N
Xe,4,3156.77,0.01,,,1.0,,N
Xe,2,3159.75,0.1,,,4.0,h,N
Xe,3,3160.66,0.05,,,8.0,*,N
Xe,3,3160.66,0.05,,,8.0,*,N
Xe,2,3162.93,0.1,,,25.0,,N
Xe,2,3164.23,0.1,,,6.0,,N
Xe,3,3164.47,0.05,,,9.0,*,N
Xe,3,3164.47,0.05,,,9.0,*,N
Xe,2,3165.27,0.1,,,6.0,,N
